,True Pos,False Pos,False Neg,True Neg,Errors,Eficiency
0,175,34.0,5,1178.0,1,97.19827586206897
1,163,43.0,16,1171.0,0,95.76453697056712
2,175,28.0,14,1175.0,1,96.98275862068965
3,196,30.0,13,1153.0,1,96.91091954022988
4,189,30.0,8,1165.0,1,97.27011494252874
5,187,27.0,9,1170.0,0,97.4156496769562
6,184,31.0,13,1165.0,0,96.8413496051687
7,185,33.0,15,1159.0,1,96.55172413793103
8,195,37.0,10,1149.0,2,96.62113587347233
9,186,37.0,4,1166.0,0,97.05671213208902
10,174,28.0,13,1178.0,0,97.05671213208902
11,159,31.0,10,1193.0,0,97.05671213208902
12,173,33.0,12,1175.0,0,96.76956209619526
13,178,41.0,10,1163.0,1,96.33620689655173
14,183,35.0,9,1165.0,1,96.83908045977012
15,182,43.0,8,1159.0,1,96.33620689655173
16,175,38.0,9,1170.0,1,96.62356321839081
17,184,32.0,5,1170.0,2,97.34004313443566
18,183,39.0,17,1154.0,0,95.97989949748744
19,179,34.0,7,1172.0,1,97.05459770114942
20,169,31.0,10,1181.0,2,97.05248023005032
21,167,34.0,5,1186.0,1,97.19827586206897
22,183,38.0,12,1159.0,1,96.4080459770115
23,188,27.0,7,1171.0,0,97.5592246949031
24,175,32.0,7,1179.0,0,97.20028715003589
25,184,33.0,10,1165.0,1,96.91091954022988
26,161,26.0,11,1194.0,1,97.3419540229885
27,187,33.0,5,1166.0,2,97.26815240833932
28,185,27.0,9,1172.0,0,97.4156496769562
29,165,33.0,7,1188.0,0,97.12849964106246
30,184,28.0,8,1172.0,1,97.41379310344827
31,180,32.0,6,1174.0,1,97.27011494252874
32,171,32.0,10,1179.0,1,96.98275862068965
33,177,26.0,8,1182.0,0,97.5592246949031
34,190,35.0,6,1162.0,0,97.05671213208902
35,168,36.0,7,1182.0,0,96.91313711414213
36,172,42.0,6,1172.0,1,96.55172413793103
37,150,31.0,12,1199.0,1,96.91091954022988
38,171,24.0,7,1191.0,0,97.77458722182341
39,179,34.0,13,1167.0,0,96.62598707824839
40,179,25.0,10,1179.0,0,97.48743718592965
41,177,33.0,16,1166.0,1,96.47988505747126
42,179,26.0,5,1183.0,0,97.77458722182341
43,174,43.0,8,1168.0,0,96.33883704235463
44,169,47.0,6,1170.0,1,96.1925287356322
45,180,34.0,11,1168.0,0,96.76956209619526
46,186,38.0,10,1158.0,1,96.55172413793103
47,146,41.0,11,1195.0,0,96.26704953338118
48,165,30.0,11,1186.0,1,97.05459770114942
49,180,29.0,11,1172.0,1,97.12643678160919
50,166,39.0,9,1179.0,0,96.55419956927494
51,199,30.0,11,1153.0,0,97.05671213208902
52,184,45.0,10,1154.0,0,96.05168700646087
53,174,25.0,14,1180.0,0,97.20028715003589
54,184,34.0,10,1164.0,1,96.83908045977012
55,173,32.0,10,1176.0,2,96.98058950395398
56,172,29.0,4,1188.0,0,97.63101220387652
57,176,39.0,12,1165.0,1,96.33620689655173
58,178,31.0,8,1175.0,1,97.19827586206897
59,182,43.0,11,1156.0,1,96.12068965517241
60,179,37.0,13,1164.0,0,96.41062455132807
61,172,27.0,14,1180.0,0,97.05671213208902
62,162,36.0,7,1187.0,1,96.91091954022988
63,184,34.0,9,1166.0,0,96.91313711414213
64,186,27.0,6,1173.0,1,97.62931034482759
65,161,35.0,11,1185.0,1,96.69540229885058
66,185,34.0,9,1165.0,0,96.91313711414213
67,183,36.0,11,1163.0,0,96.62598707824839
68,186,26.0,10,1169.0,2,97.411933860532
69,186,41.0,8,1158.0,0,96.4824120603015
70,181,36.0,7,1169.0,0,96.91313711414213
71,175,33.0,6,1179.0,0,97.20028715003589
72,177,40.0,13,1162.0,1,96.1925287356322
73,175,34.0,8,1176.0,0,96.98492462311557
74,184,23.0,10,1176.0,0,97.63101220387652
75,189,32.0,12,1159.0,1,96.83908045977012
76,185,29.0,8,1171.0,0,97.34386216798278
77,166,46.0,9,1172.0,0,96.05168700646087
78,172,34.0,10,1177.0,0,96.8413496051687
79,194,38.0,10,1150.0,1,96.55172413793103
80,170,35.0,10,1177.0,1,96.76724137931035
81,189,31.0,11,1162.0,0,96.98492462311557
82,172,31.0,15,1175.0,0,96.69777458722182
83,175,32.0,13,1173.0,0,96.76956209619526
84,172,37.0,7,1175.0,2,96.83680805176132
85,171,34.0,9,1179.0,0,96.91313711414213
86,173,29.0,11,1180.0,0,97.12849964106246
87,182,35.0,9,1166.0,1,96.83908045977012
88,189,29.0,7,1168.0,0,97.4156496769562
89,168,39.0,17,1168.0,1,95.97701149425288
90,179,40.0,12,1162.0,0,96.26704953338118
91,181,31.0,10,1170.0,1,97.05459770114942
92,156,35.0,10,1192.0,0,96.76956209619526
93,167,29.0,8,1188.0,1,97.3419540229885
94,177,37.0,10,1169.0,0,96.62598707824839
95,171,32.0,14,1175.0,1,96.69540229885058
96,184,33.0,13,1161.0,2,96.69302659956865
97,179,41.0,10,1162.0,1,96.33620689655173
98,170,30.0,10,1182.0,1,97.12643678160919
99,172,32.0,11,1178.0,0,96.91313711414213
100,157,34.0,11,1189.0,2,96.764917325665
101,170,39.0,10,1173.0,1,96.47988505747126
102,184,29.0,9,1170.0,1,97.27011494252874
103,182,35.0,10,1166.0,0,96.76956209619526
104,178,35.0,10,1170.0,0,96.76956209619526
105,155,42.0,6,1189.0,1,96.55172413793103
106,175,39.0,6,1173.0,0,96.76956209619526
107,182,33.0,8,1170.0,0,97.05671213208902
108,181,34.0,11,1166.0,1,96.76724137931035
109,183,36.0,8,1166.0,0,96.8413496051687
110,178,35.0,10,1170.0,0,96.76956209619526
111,157,36.0,12,1186.0,2,96.54924514737598
112,192,40.0,4,1157.0,0,96.8413496051687
113,156,35.0,14,1187.0,1,96.47988505747126
114,186,24.0,9,1174.0,0,97.63101220387652
115,190,34.0,9,1159.0,1,96.91091954022988
116,168,41.0,10,1174.0,0,96.33883704235463
117,171,41.0,9,1172.0,0,96.41062455132807
118,174,30.0,8,1180.0,1,97.27011494252874
119,176,34.0,11,1171.0,1,96.76724137931035
120,190,24.0,9,1170.0,0,97.63101220387652
121,178,37.0,6,1172.0,0,96.91313711414213
122,204,31.0,17,1141.0,0,96.55419956927494
123,178,27.0,12,1175.0,1,97.19827586206897
124,191,27.0,12,1161.0,2,97.19626168224299
125,180,28.0,8,1177.0,0,97.4156496769562
126,173,36.0,10,1172.0,2,96.69302659956865
127,171,37.0,7,1178.0,0,96.8413496051687
128,169,49.0,11,1164.0,0,95.69274946159368
129,169,26.0,12,1185.0,1,97.27011494252874
130,173,29.0,12,1179.0,0,97.05671213208902
131,167,38.0,13,1175.0,0,96.33883704235463
132,203,33.0,11,1146.0,0,96.8413496051687
133,189,33.0,7,1164.0,0,97.12849964106246
134,166,31.0,9,1187.0,0,97.12849964106246
135,183,38.0,7,1164.0,1,96.76724137931035
136,165,42.0,10,1176.0,0,96.26704953338118
137,195,37.0,9,1151.0,1,96.69540229885058
138,199,34.0,8,1151.0,1,96.98275862068965
139,174,34.0,14,1171.0,0,96.55419956927494
140,183,33.0,8,1169.0,0,97.05671213208902
141,185,34.0,10,1164.0,0,96.8413496051687
142,160,40.0,16,1177.0,0,95.97989949748744
143,156,34.0,12,1191.0,0,96.69777458722182
144,162,35.0,10,1184.0,2,96.764917325665
145,169,29.0,8,1187.0,0,97.34386216798278
146,166,38.0,12,1177.0,0,96.41062455132807
147,167,25.0,10,1191.0,0,97.48743718592965
148,159,39.0,10,1185.0,0,96.4824120603015
149,179,26.0,15,1173.0,0,97.05671213208902
150,164,30.0,8,1190.0,1,97.27011494252874
151,183,34.0,12,1164.0,0,96.69777458722182
152,171,36.0,14,1171.0,1,96.4080459770115
153,176,36.0,11,1169.0,1,96.62356321839081
154,180,31.0,3,1179.0,0,97.5592246949031
155,150,33.0,7,1203.0,0,97.12849964106246
156,167,31.0,8,1187.0,0,97.20028715003589
157,186,23.0,13,1171.0,0,97.4156496769562
158,189,39.0,14,1150.0,1,96.1925287356322
159,189,39.0,6,1159.0,0,96.76956209619526
160,172,41.0,6,1174.0,0,96.62598707824839
161,181,32.0,9,1171.0,0,97.05671213208902
162,173,34.0,9,1175.0,2,96.90869877785767
163,179,34.0,10,1169.0,1,96.83908045977012
164,172,31.0,5,1184.0,1,97.41379310344827
165,171,37.0,14,1171.0,0,96.33883704235463
166,180,34.0,14,1164.0,1,96.55172413793103
167,180,24.0,11,1178.0,0,97.48743718592965
168,201,29.0,7,1155.0,1,97.41379310344827
169,170,25.0,15,1182.0,1,97.12643678160919
170,162,30.0,11,1188.0,2,97.05248023005032
171,200,31.0,11,1151.0,0,96.98492462311557
172,173,29.0,12,1178.0,1,97.05459770114942
173,176,33.0,10,1174.0,0,96.91313711414213
174,172,34.0,10,1176.0,1,96.83908045977012
175,184,44.0,10,1154.0,1,96.12068965517241
176,189,31.0,9,1164.0,0,97.12849964106246
177,183,28.0,7,1175.0,0,97.48743718592965
178,176,28.0,6,1182.0,1,97.5574712643678
179,165,35.0,5,1187.0,1,97.12643678160919
180,161,36.0,11,1185.0,0,96.62598707824839
181,151,28.0,11,1203.0,0,97.20028715003589
182,178,40.0,7,1167.0,1,96.62356321839081
183,186,24.0,8,1175.0,0,97.70279971284997
184,186,33.0,11,1163.0,0,96.8413496051687
185,181,30.0,9,1173.0,0,97.20028715003589
186,191,30.0,10,1162.0,0,97.12849964106246
187,174,38.0,18,1162.0,1,95.97701149425288
188,174,33.0,13,1173.0,0,96.69777458722182
189,149,30.0,12,1202.0,0,96.98492462311557
190,177,39.0,13,1164.0,0,96.26704953338118
191,176,31.0,7,1179.0,0,97.27207465900933
192,187,29.0,7,1170.0,0,97.4156496769562
193,166,27.0,13,1186.0,1,97.12643678160919
194,181,26.0,14,1172.0,0,97.12849964106246
195,181,40.0,7,1165.0,0,96.62598707824839
196,201,24.0,9,1159.0,0,97.63101220387652
197,175,29.0,11,1178.0,0,97.12849964106246
198,171,28.0,13,1180.0,1,97.05459770114942
199,184,33.0,15,1161.0,0,96.55419956927494
200,180,45.0,5,1162.0,1,96.4080459770115
201,178,36.0,8,1170.0,1,96.83908045977012
202,215,36.0,9,1132.0,1,96.76724137931035
203,187,28.0,3,1175.0,0,97.77458722182341
204,158,36.0,14,1185.0,0,96.41062455132807
205,191,26.0,13,1162.0,1,97.19827586206897
206,172,41.0,11,1168.0,1,96.26436781609196
207,165,29.0,15,1184.0,0,96.8413496051687
208,172,35.0,10,1176.0,0,96.76956209619526
209,168,38.0,12,1174.0,1,96.4080459770115
210,177,35.0,12,1169.0,0,96.62598707824839
211,172,27.0,14,1180.0,0,97.05671213208902
212,175,31.0,15,1172.0,0,96.69777458722182
213,172,31.0,10,1180.0,0,97.05671213208902
214,168,30.0,9,1186.0,0,97.20028715003589
215,176,37.0,12,1168.0,0,96.4824120603015
216,182,35.0,9,1167.0,0,96.8413496051687
217,184,25.0,5,1179.0,0,97.84637473079684
218,168,40.0,14,1171.0,0,96.12347451543431
219,167,34.0,12,1179.0,1,96.69540229885058
220,196,24.0,17,1156.0,0,97.05671213208902
221,170,34.0,9,1178.0,2,96.90869877785767
222,168,31.0,12,1180.0,2,96.90869877785767
223,176,41.0,6,1169.0,1,96.62356321839081
224,157,42.0,8,1185.0,1,96.4080459770115
225,186,44.0,15,1148.0,0,95.76453697056712
226,169,35.0,13,1175.0,1,96.55172413793103
227,194,29.0,11,1159.0,0,97.12849964106246
228,167,38.0,14,1173.0,1,96.26436781609196
229,169,34.0,9,1181.0,0,96.91313711414213
230,180,32.0,8,1172.0,1,97.12643678160919
231,185,25.0,11,1171.0,1,97.41379310344827
232,164,37.0,7,1185.0,0,96.8413496051687
233,162,36.0,12,1182.0,1,96.55172413793103
234,181,42.0,10,1160.0,0,96.26704953338118
235,195,37.0,11,1149.0,1,96.55172413793103
236,160,27.0,11,1195.0,0,97.27207465900933
237,167,37.0,12,1177.0,0,96.4824120603015
238,173,39.0,14,1167.0,0,96.19526202440775
239,178,30.0,10,1175.0,0,97.12849964106246
240,168,31.0,13,1181.0,0,96.8413496051687
241,171,29.0,8,1184.0,1,97.3419540229885
242,168,40.0,9,1175.0,1,96.47988505747126
243,187,35.0,11,1160.0,0,96.69777458722182
244,163,31.0,5,1193.0,1,97.41379310344827
245,170,34.0,10,1179.0,0,96.8413496051687
246,174,35.0,9,1175.0,0,96.8413496051687
247,190,41.0,15,1146.0,1,95.97701149425288
248,179,31.0,15,1168.0,0,96.69777458722182
249,170,36.0,10,1177.0,0,96.69777458722182
250,191,41.0,14,1147.0,0,96.05168700646087
251,169,40.0,14,1169.0,1,96.12068965517241
252,174,45.0,12,1162.0,0,95.908111988514
253,191,33.0,9,1159.0,1,96.98275862068965
254,196,30.0,11,1155.0,1,97.05459770114942
255,187,30.0,8,1168.0,0,97.27207465900933
256,187,40.0,8,1157.0,1,96.55172413793103
257,170,40.0,13,1170.0,0,96.19526202440775
258,173,27.0,11,1182.0,0,97.27207465900933
259,170,28.0,10,1184.0,1,97.27011494252874
260,191,25.0,11,1165.0,1,97.41379310344827
261,175,31.0,11,1175.0,1,96.98275862068965
262,193,20.0,18,1162.0,0,97.27207465900933
263,165,41.0,5,1181.0,1,96.69540229885058
264,162,32.0,14,1184.0,1,96.69540229885058
265,183,35.0,9,1166.0,0,96.8413496051687
266,176,36.0,12,1168.0,1,96.55172413793103
267,168,35.0,12,1177.0,1,96.62356321839081
268,182,37.0,14,1160.0,0,96.33883704235463
269,178,23.0,8,1184.0,0,97.77458722182341
270,182,34.0,11,1166.0,0,96.76956209619526
271,159,24.0,7,1203.0,0,97.77458722182341
272,176,34.0,10,1173.0,0,96.8413496051687
273,181,30.0,10,1171.0,1,97.12643678160919
274,162,38.0,15,1177.0,1,96.1925287356322
275,189,30.0,9,1164.0,1,97.19827586206897
276,158,39.0,7,1189.0,0,96.69777458722182
277,166,37.0,11,1178.0,1,96.55172413793103
278,176,35.0,8,1174.0,0,96.91313711414213
279,197,30.0,14,1151.0,1,96.83908045977012
280,163,36.0,9,1184.0,1,96.76724137931035
281,182,28.0,13,1169.0,1,97.05459770114942
282,173,30.0,11,1178.0,1,97.05459770114942
283,169,39.0,14,1170.0,1,96.1925287356322
284,166,34.0,7,1186.0,0,97.05671213208902
285,178,40.0,9,1166.0,0,96.4824120603015
286,168,33.0,12,1179.0,1,96.76724137931035
287,175,29.0,15,1174.0,0,96.8413496051687
288,168,39.0,11,1174.0,1,96.4080459770115
289,198,29.0,12,1154.0,0,97.05671213208902
290,183,26.0,10,1173.0,1,97.41379310344827
291,165,28.0,8,1192.0,0,97.4156496769562
292,170,29.0,6,1187.0,1,97.48563218390804
293,187,28.0,9,1169.0,0,97.34386216798278
294,180,35.0,13,1165.0,0,96.55419956927494
295,190,34.0,6,1161.0,2,97.12437095614665
296,181,33.0,10,1169.0,0,96.91313711414213
297,186,29.0,9,1169.0,0,97.27207465900933
298,177,32.0,5,1179.0,0,97.34386216798278
299,180,35.0,12,1165.0,1,96.62356321839081
300,188,37.0,7,1161.0,0,96.8413496051687
301,162,32.0,11,1187.0,1,96.91091954022988
302,188,28.0,10,1167.0,0,97.27207465900933
303,172,36.0,7,1177.0,1,96.91091954022988
304,187,35.0,8,1163.0,0,96.91313711414213
305,163,42.0,10,1178.0,0,96.26704953338118
306,190,42.0,8,1153.0,0,96.41062455132807
307,184,37.0,9,1162.0,1,96.69540229885058
308,166,28.0,7,1192.0,0,97.48743718592965
309,179,35.0,11,1167.0,1,96.69540229885058
310,180,35.0,12,1166.0,0,96.62598707824839
311,156,40.0,7,1189.0,1,96.62356321839081
312,176,40.0,4,1173.0,0,96.8413496051687
313,181,39.0,9,1164.0,0,96.55419956927494
314,179,35.0,7,1172.0,0,96.98492462311557
315,157,38.0,11,1187.0,0,96.4824120603015
316,167,43.0,8,1175.0,0,96.33883704235463
317,189,39.0,11,1154.0,0,96.41062455132807
318,176,37.0,15,1164.0,1,96.26436781609196
319,163,38.0,8,1184.0,0,96.69777458722182
320,183,29.0,13,1167.0,1,96.98275862068965
321,160,40.0,14,1178.0,1,96.12068965517241
322,179,38.0,15,1161.0,0,96.19526202440775
323,171,37.0,11,1174.0,0,96.55419956927494
324,152,40.0,13,1188.0,0,96.19526202440775
325,168,34.0,8,1182.0,1,96.98275862068965
326,178,33.0,18,1164.0,0,96.33883704235463
327,189,28.0,13,1162.0,1,97.05459770114942
328,181,27.0,6,1179.0,0,97.63101220387652
329,182,34.0,11,1165.0,1,96.76724137931035
330,170,34.0,12,1177.0,0,96.69777458722182
331,159,36.0,10,1188.0,0,96.69777458722182
332,172,36.0,13,1172.0,0,96.4824120603015
333,180,25.0,10,1178.0,0,97.48743718592965
334,164,35.0,15,1179.0,0,96.41062455132807
335,194,39.0,10,1149.0,1,96.47988505747126
336,165,35.0,10,1183.0,0,96.76956209619526
337,181,33.0,8,1170.0,1,97.05459770114942
338,160,30.0,11,1191.0,1,97.05459770114942
339,183,33.0,9,1167.0,1,96.98275862068965
340,177,31.0,9,1175.0,1,97.12643678160919
341,180,41.0,9,1162.0,1,96.4080459770115
342,186,35.0,7,1165.0,0,96.98492462311557
343,165,30.0,9,1189.0,0,97.20028715003589
344,184,34.0,10,1165.0,0,96.8413496051687
345,165,39.0,11,1178.0,0,96.41062455132807
346,180,30.0,10,1172.0,1,97.12643678160919
347,184,45.0,8,1156.0,0,96.19526202440775
348,197,33.0,9,1154.0,0,96.98492462311557
349,192,27.0,11,1162.0,1,97.27011494252874
350,203,31.0,6,1152.0,1,97.3419540229885
351,186,34.0,8,1164.0,1,96.98275862068965
352,177,36.0,8,1171.0,1,96.83908045977012
353,179,25.0,14,1174.0,1,97.19827586206897
354,173,32.0,12,1175.0,1,96.83908045977012
355,179,40.0,14,1160.0,0,96.12347451543431
356,190,33.0,6,1164.0,0,97.20028715003589
357,179,40.0,7,1166.0,1,96.62356321839081
358,164,40.0,12,1177.0,0,96.26704953338118
359,185,23.0,13,1172.0,0,97.4156496769562
360,151,34.0,9,1199.0,0,96.91313711414213
361,174,40.0,13,1166.0,0,96.19526202440775
362,164,38.0,11,1180.0,0,96.4824120603015
363,187,37.0,13,1156.0,0,96.41062455132807
364,176,32.0,9,1176.0,0,97.05671213208902
365,185,35.0,9,1164.0,0,96.8413496051687
366,180,35.0,13,1165.0,0,96.55419956927494
367,166,31.0,15,1181.0,0,96.69777458722182
368,171,33.0,16,1173.0,0,96.4824120603015
369,161,40.0,9,1183.0,0,96.4824120603015
370,175,39.0,8,1171.0,0,96.62598707824839
371,174,41.0,11,1167.0,0,96.26704953338118
372,187,26.0,8,1172.0,0,97.5592246949031
373,157,30.0,14,1192.0,0,96.8413496051687
374,165,35.0,11,1182.0,0,96.69777458722182
375,183,29.0,11,1170.0,0,97.12849964106246
376,170,40.0,16,1166.0,1,95.97701149425288
377,194,34.0,10,1155.0,0,96.8413496051687
378,201,31.0,10,1150.0,1,97.05459770114942
379,187,29.0,9,1167.0,1,97.27011494252874
380,155,33.0,10,1193.0,2,96.90869877785767
381,169,31.0,11,1180.0,2,96.98058950395398
382,190,37.0,11,1155.0,0,96.55419956927494
383,174,25.0,15,1179.0,0,97.12849964106246
384,165,24.0,14,1190.0,0,97.27207465900933
385,169,36.0,12,1176.0,0,96.55419956927494
386,163,39.0,10,1180.0,1,96.47988505747126
387,182,36.0,11,1163.0,1,96.62356321839081
388,183,33.0,15,1161.0,1,96.55172413793103
389,198,40.0,8,1147.0,0,96.55419956927494
390,179,36.0,14,1162.0,2,96.40546369518333
391,175,29.0,10,1178.0,1,97.19827586206897
392,188,38.0,11,1156.0,0,96.4824120603015
393,167,31.0,8,1187.0,0,97.20028715003589
394,174,29.0,12,1176.0,2,97.05248023005032
395,171,45.0,5,1172.0,0,96.41062455132807
396,173,32.0,10,1178.0,0,96.98492462311557
397,180,27.0,18,1168.0,0,96.76956209619526
398,179,33.0,14,1167.0,0,96.62598707824839
399,162,36.0,9,1186.0,0,96.76956209619526
400,183,31.0,9,1169.0,1,97.12643678160919
401,172,39.0,10,1172.0,0,96.4824120603015
402,175,32.0,14,1172.0,0,96.69777458722182
403,172,29.0,12,1180.0,0,97.05671213208902
404,174,32.0,9,1176.0,2,97.05248023005032
405,171,45.0,12,1164.0,1,95.90517241379311
406,175,33.0,10,1174.0,1,96.91091954022988
407,185,33.0,7,1166.0,2,97.12437095614665
408,171,37.0,8,1176.0,1,96.76724137931035
409,189,28.0,9,1166.0,1,97.3419540229885
410,194,34.0,8,1157.0,0,96.98492462311557
411,173,35.0,18,1167.0,0,96.19526202440775
412,160,26.0,9,1198.0,0,97.48743718592965
413,179,32.0,10,1171.0,1,96.98275862068965
414,184,37.0,8,1164.0,0,96.76956209619526
415,179,39.0,13,1161.0,1,96.26436781609196
416,172,28.0,10,1182.0,1,97.27011494252874
417,189,35.0,11,1157.0,1,96.69540229885058
418,169,33.0,15,1175.0,1,96.55172413793103
419,160,31.0,10,1190.0,2,97.05248023005032
420,178,33.0,9,1173.0,0,96.98492462311557
421,172,32.0,8,1181.0,0,97.12849964106246
422,203,24.0,12,1154.0,0,97.4156496769562
423,170,30.0,11,1181.0,1,97.05459770114942
424,179,36.0,10,1168.0,0,96.69777458722182
425,171,37.0,9,1176.0,0,96.69777458722182
426,184,42.0,7,1159.0,1,96.47988505747126
427,172,29.0,12,1180.0,0,97.05671213208902
428,168,35.0,12,1177.0,1,96.62356321839081
429,164,33.0,5,1191.0,0,97.27207465900933
430,183,44.0,11,1155.0,0,96.05168700646087
431,176,32.0,12,1173.0,0,96.8413496051687
432,166,38.0,9,1180.0,0,96.62598707824839
433,158,33.0,14,1187.0,1,96.62356321839081
434,160,38.0,12,1183.0,0,96.41062455132807
435,180,28.0,16,1169.0,0,96.8413496051687
436,192,33.0,10,1157.0,1,96.91091954022988
437,183,33.0,10,1167.0,0,96.91313711414213
438,189,43.0,11,1149.0,1,96.12068965517241
439,167,40.0,10,1175.0,1,96.4080459770115
440,186,24.0,9,1174.0,0,97.63101220387652
441,165,39.0,17,1171.0,1,95.97701149425288
442,183,29.0,8,1173.0,0,97.34386216798278
443,177,30.0,10,1175.0,1,97.12643678160919
444,178,39.0,10,1165.0,1,96.47988505747126
445,160,36.0,6,1190.0,1,96.98275862068965
446,180,24.0,9,1179.0,1,97.62931034482759
447,173,33.0,7,1180.0,0,97.12849964106246
448,167,36.0,14,1176.0,0,96.41062455132807
449,181,39.0,9,1163.0,1,96.55172413793103
450,171,32.0,13,1176.0,1,96.76724137931035
451,173,39.0,12,1169.0,0,96.33883704235463
452,175,34.0,8,1176.0,0,96.98492462311557
453,168,35.0,10,1180.0,0,96.76956209619526
454,174,35.0,9,1174.0,1,96.83908045977012
455,183,32.0,8,1170.0,0,97.12849964106246
456,177,36.0,16,1164.0,0,96.26704953338118
457,180,37.0,11,1164.0,1,96.55172413793103
458,179,36.0,12,1165.0,1,96.55172413793103
459,183,34.0,10,1166.0,0,96.8413496051687
460,189,34.0,8,1160.0,2,96.98058950395398
461,175,41.0,11,1166.0,0,96.26704953338118
462,179,35.0,11,1168.0,0,96.69777458722182
463,186,33.0,7,1166.0,1,97.12643678160919
464,167,35.0,11,1179.0,1,96.69540229885058
465,181,37.0,10,1164.0,1,96.62356321839081
466,181,38.0,9,1165.0,0,96.62598707824839
467,167,34.0,13,1179.0,0,96.62598707824839
468,183,30.0,18,1161.0,1,96.55172413793103
469,182,31.0,13,1166.0,1,96.83908045977012
470,191,26.0,10,1166.0,0,97.4156496769562
471,161,42.0,10,1180.0,0,96.26704953338118
472,186,38.0,7,1162.0,0,96.76956209619526
473,186,40.0,12,1154.0,1,96.26436781609196
474,175,23.0,11,1183.0,1,97.5574712643678
475,191,33.0,13,1156.0,0,96.69777458722182
476,177,39.0,8,1168.0,1,96.62356321839081
477,154,34.0,12,1193.0,0,96.69777458722182
478,186,39.0,11,1157.0,0,96.41062455132807
479,163,32.0,8,1190.0,0,97.12849964106246
480,173,35.0,11,1174.0,0,96.69777458722182
481,184,28.0,10,1170.0,1,97.27011494252874
482,185,35.0,11,1161.0,1,96.69540229885058
483,174,40.0,10,1169.0,0,96.41062455132807
484,178,32.0,8,1175.0,0,97.12849964106246
485,178,47.0,10,1158.0,0,95.908111988514
486,183,34.0,10,1166.0,0,96.8413496051687
487,154,45.0,10,1184.0,0,96.05168700646087
488,170,43.0,15,1165.0,0,95.83632447954056
489,181,28.0,11,1172.0,1,97.19827586206897
490,163,41.0,12,1177.0,0,96.19526202440775
491,181,41.0,8,1163.0,0,96.4824120603015
492,147,44.0,10,1192.0,0,96.12347451543431
493,169,33.0,10,1180.0,1,96.91091954022988
494,174,30.0,7,1182.0,0,97.34386216798278
495,178,30.0,12,1173.0,0,96.98492462311557
496,180,42.0,8,1161.0,2,96.40546369518333
497,169,44.0,12,1167.0,1,95.97701149425288
498,167,32.0,9,1185.0,0,97.05671213208902
499,165,33.0,11,1184.0,0,96.8413496051687
500,169,35.0,3,1186.0,0,97.27207465900933
501,168,36.0,6,1183.0,0,96.98492462311557
502,172,44.0,5,1171.0,1,96.47988505747126
503,183,40.0,9,1161.0,0,96.4824120603015
504,182,30.0,12,1169.0,0,96.98492462311557
505,179,28.0,11,1175.0,0,97.20028715003589
506,172,36.0,5,1178.0,2,97.05248023005032
507,173,39.0,9,1170.0,2,96.54924514737598
508,197,27.0,6,1162.0,1,97.62931034482759
509,171,38.0,14,1168.0,2,96.26168224299066
510,184,37.0,13,1158.0,1,96.4080459770115
511,184,33.0,5,1169.0,2,97.26815240833932
512,168,33.0,14,1178.0,0,96.62598707824839
513,180,27.0,8,1178.0,0,97.48743718592965
514,171,26.0,9,1186.0,1,97.48563218390804
515,182,38.0,8,1164.0,1,96.69540229885058
516,174,35.0,9,1174.0,1,96.83908045977012
517,196,30.0,19,1148.0,0,96.4824120603015
518,183,31.0,13,1166.0,0,96.8413496051687
519,197,36.0,8,1152.0,0,96.8413496051687
520,178,39.0,16,1160.0,0,96.05168700646087
521,174,30.0,11,1178.0,0,97.05671213208902
522,171,36.0,16,1170.0,0,96.26704953338118
523,186,35.0,7,1165.0,0,96.98492462311557
524,185,35.0,9,1163.0,1,96.83908045977012
525,169,34.0,4,1186.0,0,97.27207465900933
526,169,28.0,8,1187.0,1,97.41379310344827
527,182,26.0,13,1172.0,0,97.20028715003589
528,196,31.0,5,1161.0,0,97.4156496769562
529,183,27.0,12,1171.0,0,97.20028715003589
530,152,43.0,10,1187.0,1,96.1925287356322
531,184,26.0,11,1172.0,0,97.34386216798278
532,180,36.0,9,1167.0,1,96.76724137931035
533,178,26.0,11,1178.0,0,97.34386216798278
534,183,36.0,14,1159.0,1,96.4080459770115
535,179,41.0,8,1164.0,1,96.47988505747126
536,160,35.0,10,1188.0,0,96.76956209619526
537,184,40.0,12,1157.0,0,96.26704953338118
538,172,33.0,13,1173.0,2,96.69302659956865
539,187,29.0,6,1170.0,1,97.48563218390804
540,181,33.0,15,1163.0,1,96.55172413793103
541,168,25.0,13,1186.0,1,97.27011494252874
542,178,44.0,12,1158.0,1,95.97701149425288
543,160,35.0,8,1190.0,0,96.91313711414213
544,170,34.0,13,1176.0,0,96.62598707824839
545,176,37.0,10,1170.0,0,96.62598707824839
546,167,45.0,7,1174.0,0,96.26704953338118
547,194,33.0,10,1155.0,1,96.91091954022988
548,181,31.0,7,1173.0,1,97.27011494252874
549,184,29.0,8,1172.0,0,97.34386216798278
550,175,39.0,7,1172.0,0,96.69777458722182
551,190,27.0,14,1162.0,0,97.05671213208902
552,173,35.0,6,1179.0,0,97.05671213208902
553,175,29.0,6,1182.0,1,97.48563218390804
554,185,37.0,11,1160.0,0,96.55419956927494
555,162,33.0,3,1195.0,0,97.4156496769562
556,173,40.0,12,1168.0,0,96.26704953338118
557,166,30.0,8,1189.0,0,97.27207465900933
